,noteUrl,nnn,publishAt,body
45,https://note.com/rochefort10/n/n2c466712338d,ソフトウェア開発201の鉄則: 管理:原理161:上位10のリスク項目を知れ,2020-04-02T08:12:58+09:00,"要旨* 管理者は、ソフトウェアの問題・課題が発生する状況についてきちんと知ってこくべきである
* 「人材不足」「無茶な日程」「要求仕様がいい加減」この３つが、最も起き得る問題・課題を発生させる状況だ
* このようなリスクが発生することを前提に、その回避策を計画せよ

解説要旨には上位３つを書いたが、１０個は、以下のようになる。

1. 人材不足
2. 非現実的な日程
3. 要求仕様の不理解
4. ユーザ・インタフェースが貧弱
5. 顧客が望まない過剰な機能搭載
6. 要求仕様"
46,https://note.com/rochefort10/n/n5c52c0cec96c,ソフトウェア開発201の鉄則: 一般:原理23:ツールを使え、ただし現実的に,2020-04-01T17:24:54+09:00,"要旨* ソフトウェア・ツールは、効率化に有効なものなのでうまく使おう
* 統合開発環境(IDE)のようなツールは、開発者にとって必須のツールである
* このようなツールは、生産性を10~25%,継続的開発を25~50%程高める
* ただし、最も困難な「考える」ことは、ツールにはできない。そのことを心して使え

解説ここで言っているツールは、原文では、""CASEツール""。 この書籍が出版されたころはトレンドだったのだろう。さすがに、今の時代、これはないので、統合開発環境(IDE"
47,https://note.com/rochefort10/n/nd3ead6b85dd7,ソフトウェア開発201の鉄則: 原理22:一般:ツールを使う前に技法を学べ,2020-03-31T09:44:37+09:00,"要旨* ツールは便利だが、使い方や効果を知らないで使うのは危険である
* ツールを使う前に、技術や使い方をまず学び、訓練を受けよ
* ツールでやりたいことを、まずは「手動で」やってみて、ひととおり理解してうまく動くことを確認するのがよい、手動でできなければツールでもできない

解説ツールを盲目的に信じるな
ツールは技術の穴埋めをするものではない
ヘタに使うと、かえってひどいことになる

ツールは、上手に使えば大変便利なものなので、ちゃんと知った上で使いましょうね、ということ。"
48,https://note.com/rochefort10/n/n75beadb9be4d,ソフトウェア開発201の鉄則: 原理21:一般:異なるフェーズには異なる言語を,2020-03-30T09:52:43+09:00,"要旨* ソフトウェアが持つ本質的に複雑な世界に対して、「単一の」開発法でのアプローチを試みようとする開発者が多い
* しかし、電気工学など、他の工学分野では、内容やフェーズにに応じて使う表記法や手法があり、それぞれ異なるのが通常である
* ソフトウェアの世界も、他の工学分野と同様、フェーズ、プロセスに応じた手法や表記法があるので、それぞれの適したものを使え

解説これは、そういう時代があったのか、としか言いようがない。

どんな複雑な問題に対しても、どのような場面でも通用する"
49,https://note.com/rochefort10/n/n8e7db9f46a11,ソフトウェア開発201の鉄則: 原理20:一般:仮定を記録せよ,2020-03-29T14:00:24+09:00,"要旨* ソフトウェア開発の各プロセスにおける仕様は、確定した普遍的なものではなくい「仮定」が多くある
* ソフトウェアは置かれた環境は無限であり、このような仮定の存在も無限にある
* その仮定は、開発においてすべて記録せよ、それがどんなに明白なものだったり、明らかに馬鹿げていると思われるものだとしても

解説ちょっと回りくどい気が。多分、こういうこと。

要求、設計、実装、テストのソフトウェア開発のプロセスを進めるのにおいて、明らかにしておかなくてはならない事項がたくさん、無"
50,https://note.com/rochefort10/n/nf86c843e5028,ソフトウェア開発201の鉄則: 原理199:進化:最適化する前にプロファイラを使え,2020-03-28T10:40:37+09:00,"要旨* プログラムでは、８割のCPUパワーが2割のコードで使われているものだ
* なので、その２割を探し出すのが、ソフトウェア実行速度の高速化、最適化で重要
* そのためには、リソース消費を監視する「プロファイラ」を使おう
* 最もCPUを消費する「ホットスポット」見つけ出し、そこだけ最適化すれば良い

解説「どこでCPUを使っているか」が分からなければ、そりゃ、高速化も最適化も、できませんわね。

2割8割、ここでも出てくる。パレートの法則。一般則だが、ソフトウェア実行で実"
51,https://note.com/rochefort10/n/nc72b4f95b1db,ソフトウェア開発201の鉄則: 原理19:一般:どんな複雑な問題にも解決策がある、と思うのは誤り,2020-03-28T10:26:21+09:00,"要旨* ソフトウェアの分野には、魔法のようにすぐに役立つ解決策は、存在しない
* なので、「これこれさえやれば、品質が上がりますよ」という謳い文句は、まず疑ってかかれ

解説原理の文言だけ見ると、誤解しやすい。原文の英語も同様。

ソフトウェアは、解決策が全く存在しないほど複雑になり得る。

と言っているのでは、ない。

どんな場面でも、どんな複雑な問題に対しても解決できる「唯一の」「定型化された」方法はありませんよ。

というのが趣旨。

ソフトウェアの世界でよく言われる「"
52,https://note.com/rochefort10/n/ne7cf8b9ed318,ソフトウェア開発201の鉄則: 原理139:管理:オフィスを静かに保て,2020-03-27T09:26:55+09:00,"要旨* 高い生産性を実現するには、オフィスは静かに保ち、個人空間を確保せよ
* 電話をはじめとした、仕事に関係のない割り込みを遮断しよう
* コミュニケーション促進のために、オープンな、見通しのよい配置にしているオフィスがあるが、これは生産性向上にとっては、よくない

解説高い生産性を生み出すオフィスのレイアウトや環境についての話が主題では、ない。ソフトウェア開発を進めるための環境が主題である。

静かさを保とう。仕事に関係ない割り込みは排除しよう。そして、本職のソフトウェア"
53,https://note.com/rochefort10/n/n02c1b3b3c0e1,ソフトウェア開発201の鉄則: 原理18:一般:ユーザ用のマニュアルが短くて済むようにソフトウェアを作成せよ,2020-03-27T08:17:30+09:00,"要旨* マニュアルが短ければ短いほど、ソフトウェアの品質は良いものだ
* 説明を必要としなくても使えるのが良いソフトウェア。大量のマニュアルは、ソフトウェアの品質をカバーしたりは、しない
* 標準品を用いる、一目でわかるアイコン、慣れ親しんだUX を使う、といったアプローチが挙げられる
* ソフトウェア開発者は、トリッキーなインターフェースのような「特殊な」ものを好み勝ちだが、顧客は、簡潔でわかりやすいものを好むものだ

解説これ、明確に、ソフトウェアの品質を図る指標としてい"
54,https://note.com/rochefort10/n/nd5852983dcce,ソフトウェア開発201の鉄則: 原理17:一般:可能なら開発するより購入せよ,2020-03-26T14:48:19+09:00,"要旨* ソフトウェア開発のコスト削減の最も効果的な方法は、「開発せず購入すること」である
* 既製品のソフトウェアは、所望の要件を満たさないかもしれないが、だからといって一から作ったらその10倍はコストがかかる羽目になる
* 新しいソフトウェア開発にエンジニアは最初は喜ぶが、期限やコストが迫ると次第にトーンダウンするものだ
* なので、できるだけ多くのソフトウェアを「再利用」するべきだ

解説エンジニア、一から作りたがるからなぁ。

はっきり言っておく。一番カネのかかる方法は"
55,https://note.com/rochefort10/n/n8e44e5dfb4e2,ソフトウェア開発201の鉄則: 原理16:一般:開発期間中の変更は避けられない,2020-03-25T18:52:23+09:00,"要旨* システム工学　第一の法則 : システムのすべてのライフルサイクルにおいて、システムは変更される。そして、それは不可避である
*  リリース後にユーザのさらなる要求に加え、リリース前の開発期間中でも変更される可能性はある
* なので、ソフトウェア開発のすべてのプロセスにおいて、変更に柔軟に対応できるようにしておくべきである

解説もう、耳タコかも知れない。ソフトウェアは変更されるものである。というより、変化しながら進化するものだ、と捉えた方が前向きかもしれない。

ソフ"
56,https://note.com/rochefort10/n/n99a34829359d,ソフトウェア開発201の鉄則: 原理15:一般:見れば見るほどもっとよいものが欲しくなる,2020-03-24T18:35:22+09:00,"要旨* 高機能・高性能であればあるほど、顧客はさらにもっと多い・高いものを求めたがるものだ
* リリース後、顧客からたくさんの、そのような要求があることを理解し、管理、技術、プロセスといった面で備えよ
* ドキュメントに変更履歴を記載する、構成管理システムを導入する、ソフトウェアの設計は変更に強くしておく、といったアプローチが挙げられる

解説こ「高機能・高性能であればあるほど」なんですね。たしかに。顧客は、

「今知っているレベルよりより高いものを常に」かと思っていました。"
57,https://note.com/rochefort10/n/n939cf6eda3e0,ソフトウェア開発201の鉄則: 原理40:要求:要求について今できることは何でもやれ,2020-03-23T09:17:57+09:00,"要旨* 要求は、理解するのも定義するのも、難しいものだ。だからといって要求を明らかにし要求仕様書を作ることを端折ってはならない
* 要求に関するより多くの情報を得るためには、「今すぐ」「何でも」やれ
* そして、得たものから導く出したシステムの計画を「要求仕様書」に明文化せよ
* 要求が大きく変わることが予想されるなら、インクリメンタル開発を計画してもいいが、その場合でも各ステップで要求の定義と仕様書の明文化はきちんとやれ

解説それっくらい、要件定義というのは、ソフトウェア"
58,https://note.com/rochefort10/n/n774377731bdc,ソフトウェア開発201の鉄則: 原理14:一般:システムを漸進的に成長させるように計画せよ,2020-03-23T08:45:24+09:00,"要旨* ソフトウェア開発のリスク軽減に最も効果的な方法は、「少しずづ開発を進める」ことだ
* 限られた最小限の機能から始め、それを少しづつ成長させて大きな機能のものとする方法である
* 利点は、各開発段階でのリスクが抑えられること、こまめにユーザのフィードバックが得られること、短所は、元の設計がマズいときは完全な再設計が必要となること
* この短所を減らすための手法が「使い捨てプロトタイプ」である

解説「斬新的（ざんしんてき）」は、Incremental の日本語訳。原本に"
59,https://note.com/rochefort10/n/n98035200158f,ソフトウェア開発201の鉄則: 原理173:製品保証:製品保証,2020-03-22T09:18:14+09:00,"要旨* 製品保証は、ソフトウェアの「構成管理」「品質保証」「検査」「テスト」よりなる
* テストとその評価は、大抵のプロジェクトで必要性が認識されているがそれ以外のものは、予算が十分あるプロジェクトでやる贅沢品と思われている
* （が、そうではなく）製品保証のこれらの要素は、計画通りに想定通りの品質で製品を完成する確率を高める「必需品」である
* プロジェクトの規模、形態に応じて、製品保証の実行形態を調整しよう

解説品質保証のプロセスは、軽視はされないまでも、エンジニアには"
60,https://note.com/rochefort10/n/n92fa9087173f,ソフトウェア開発201の鉄則: 原理13:一般:使い捨て型のプロトタイプは手早く作れ,2020-03-22T08:44:00+09:00,"要旨* 使い捨て型のプロトタイプは素早く作れ
* 簡単な要求仕様書さえあれば十分、品質や体裁は気にしなくていい
* 言語は何を使ってもいい、本番との言語の差分について気にしなくていい

解説とにかく「スピード重視」ということ。

言語は何でもいい、とあるが、もっというと、プログラミングでなくてもいい。モバイルアプリのUX なら、PowerPointで書いたポンチ絵とか、動画でもいいかもしれない。

作る予定のスマホアプリの機能を紹介するのに、Android で画面遷移だけ、画"
61,https://note.com/rochefort10/n/n7dc3aacc05bf,ソフトウェア開発201の鉄則: 原理84:設計:巨額の投資をしなくても再利用ができる,2020-03-21T09:37:04+09:00,"要旨* ソフトウェアの再利用を最も効率的にやる方法は、再利用のためのリポジトリを活用することであるが、コストがかかる
* その代替の方法として「サルベージング」という方法がある
* これは、プロジェクトや組織の他の人にに聞き、類似のものがあれば共有してもらって活用する方法である。
* 長期的には適していないかもしれないが、これも立派に再利用である

解説これは、言いたいこと、２つ。

まずは、リポジトリ。

リポジトリ活用は「時間と資金の両方にかなりの投資が必要である」との記"
62,https://note.com/rochefort10/n/nda948041118d,ソフトウェア開発201の鉄則: 原理12:一般:プロトタイプに適切な機能を組み込め,2020-03-21T09:10:48+09:00,"要旨* 使い捨て型のプロトタイプには、よく理解されていない、要件が不明確な機能「のみ」を組み込め
* 進化型のプロトタイプには、最もよく理解されている、最も明確な機能を組み込め
* いずれも、それぞれの型の目的に沿った機能を組み込むことにより、ユーザからの適切なフィードバックが得られる。

解説原理11「適切な型のプロトタイプを開発せよ」の続き。

プロトタイプは、使い捨てであろうが、進化型であろうが、目的は、「ユーザのフードバックを」「素早く」得るために作るものである。

"
63,https://note.com/rochefort10/n/n256ce3fc6c6f,ソフトウェア開発201の鉄則: 原理137:管理:水運びの仕事をせよ,2020-03-20T15:51:59+09:00,"要旨* 管理者は、ソフトウェア開発者の部下が懸命に仕事をやり遂げようとしてる時は、同じだけ働いて開発の役に立つべきである
* 自ら手本を示すとともに、開発者と同じ境遇に身を晒して、部下のために働こう
* 開発者は、管理者が自分たちのために動いてくれることがわかれば、より積極的に従事しより高い成果を出すであろう
*  開発を直接手伝わなくても、ピザを奢るとか、間接的に開発者が喜ぶことをやろう

解説会社組織でいうと上司、プロジェクトリーダ、プロジェクトマネージャ、課長、部長の、"
64,https://note.com/rochefort10/n/n3a6baf1d1962,ソフトウェア開発201の鉄則: 原理11:一般:適切な型のプロトタイプを開発せよ,2020-03-20T15:32:02+09:00,"要旨* プロトタイプは「使い捨て型」と「進化型」の２つの種類がある
* 「使い捨て型」は、フィードバックを得るために素早く、重要な事項が不明確な時に作られるものである
* 「進化型」は、品質もそれなりに確保され、フィードバックを得た後は修正をされて継続的に進化するものであり、重要な事項は明確だが他の多くのものが不明確な時に作られるものである
* ほとんどの事項が不明確な時は、まず使い捨て型、その後進化型のプロトタイプを作ると良い

解説「要旨」の通り。あえていうなら、

「使"
65,https://note.com/rochefort10/n/n44ba7458a472,ソフトウェア開発201の鉄則: 原理136:管理:うまく話し合う技術は必須である,2020-03-19T09:57:08+09:00,"要旨* プロジェクトで採用する時は、採用候補者の「コミュニケーション力」をきちんと考慮しよう
* チームワーク、会話能力は、（技術的なスキルと同様、いやそれ以上に）重要なものである。
* 相手と会話する、納得させる、よく話を聞く、上手に妥協する、このようなことができるかを重要視しよう

解説腕に覚えがある、技術的には高いもの、豊かな経験を持つが、他人と話すのがうまくない、というエンジニア、本当に多い。

ソフトウェア開発は、一人でやるものではない。二人いたら、もうチームだ。技"
66,https://note.com/rochefort10/n/ndd2590bc4eb3,ソフトウェア開発201の鉄則: 原理10:一般:一つは放棄するつもりでいよ,2020-03-19T09:37:43+09:00,"要旨* アルゴリズム、設計など、なんらかの「新規項目」があるソフトウェアは、最初からうまくいかないことが常である
* 最初のソフトウェアは、その新規項目の設計や方向性が正しいかを検討するためのものであるべきだ
* そして、全体の25% をこのような新規項目の妥当性検討に使うべきである
* 具体的な施策としては、「プロトタイプを作る」「リリース後も定期的にアップデートできるようにしておく」と言ったことが挙げられる

解説新しいものは、最初からはうまくいかない。これは、どの分野で"
67,https://note.com/rochefort10/n/n51a2b419c851,ソフトウェア開発201の鉄則: 原理9:一般:開発者と顧客の見返りを合わせよ,2020-03-18T19:39:55+09:00,"要旨* 開発者と顧客が全く異なる、相容れない目標を持っていたためにプロジェクトが失敗に終わることがある
* 関係者間の異なる目標は容易に調整できるようにせよ
* 「優先度をつける」「要求達成に対する開発者にインセンティブを定義する」「納期が遅れた場合のペナルティーを定義する」と言ったことが、これに当てはまるだろう

解説* 開発者と顧客は、目標は異なるのが当たり前。もっというと、複数の開発チームや複数の顧客、管理者と言った、多くの関係者（ステークホルダー）がいるプロジェクトだ"
68,https://note.com/rochefort10/n/n46712f028610,ソフトウェア開発201の鉄則: 原理67:設計:単純に作れ,2020-03-17T09:05:05+09:00,"要旨* 高い保守性を保つには、基本構造やアルゴリズムは「単純」であるべき
* コンポーネント、モジュール分割の時は、人は5~7つ以上のことを把握するのが難しい、ということを念頭に置こう

解説ソフトウェアの設計には２つの方法がある。

1. 欠陥がないことが明らかなほどに単純にする
2. 欠陥が見えないほど複雑にする

本文より。なんと皮肉な。

「シンプルに考える」は、どんな場面でも必要なこと。

問題や状況を単純に考えることができるか、複雑ならば分解して単純にできるか、人"
69,https://note.com/rochefort10/n/n37960de7afd2,ソフトウェア開発201の鉄則:  原理8:一般:顧客やユーザとよく話し合え,2020-03-17T08:43:08+09:00,"要旨* 真のニーズを獲得する唯一の方法は、プロジェクトの最重要人物である顧客とよく話し合うことだ
* 開発にあたり、早い段階で顧客を巻き込もう
* 製品のプロトタイプを早い段階で収めるとか、ロールプレイをやるとか、顧客に早い段階でプロジェクトに参加してもらう手段を取ろう

解説本文には、さらに、

開発者にとっては、顧客と頻繁に話をせず、誰にも干渉されずに開発を進める方が気楽かもしれないが、そのような進め方をして最終的に出来上がったものを、顧客が本当に臨むだろうか。

と言っ"
70,https://note.com/rochefort10/n/n26c27c09fb6f,ソフトウェア開発201の鉄則: 原理89:コーディング:トップダウンで読めるように書け,2020-03-16T07:59:09+09:00,"要旨* 最初の行から最後の行に向かって読めるように、プログラムを書け
* プログラムの概要と外部仕様が先頭
* その次が外部からアクセスする変数、関数の定義
* 以降は構造化された基本構成にしたがって

解説文章を読むときは、上から下に読むのが常。プログラムも、「文章」だと思って記述しよう。

プログラムといえど、開発者の都合や時間制約でなく、読む人の理解しやすさ最優先で書きなさい、という原理。

外部関数と内部関数はどちらが先に書くべきか。これは宗教論争となりそうで、どっち"
71,https://note.com/rochefort10/n/n2f096fe631f4,ソフトウェア開発201の鉄則:  原理7:一般:製品のプロトタイプを早めに顧客に納めよ,2020-03-16T07:37:45+09:00,"要旨* 真の顧客のニーズを得るための最も効果的な方法は、製品のプロトタイプを提供して使ってもらうことである
* ウォーターフォールモデルの手法だと、顧客への最初の納品は、最後の工程の、開発資源をほぼ使い切った時に行われる
* 一方、資源の20%程度が消費されたくらいの段階ででプロトタイプを作成し顧客のフィードバックを得る方法（アジャイル開発とか）もあり
* この方法だと、顧客のニーズをより明確に知ることもできるし、開発の方向性も早い段階で正しいものにすることができる

解説百"
72,https://note.com/rochefort10/n/n4f102d125a4d,ソフトウェア開発201の鉄則:  原理6:一般:信頼性の低いソフトウェアは性能が悪いソフトウェアより手に負えない,2020-03-15T10:24:28+09:00,"要旨* 性能が良くないソフトウェアは、良くない部分だけ切り離して新しく設計し直す、といった対応が可能
* 一方、信頼性が良くないソフトウェアは、その発見が難しくかつ修復するのも困難なものである
* かつ、信頼性の低いシステムは、致命的な問題を発生させる可能性もあり、タチが悪い

解説「信頼性」も「性能」な一部の気がしますが。多分、ここでいう「性能」と「信頼性」の違いは、「不具合の再現頻度の高低」ではなかろうか。

発見できて、原因がわかれば、対応は可能。しかし、数年経って気づ"
73,https://note.com/rochefort10/n/na08cd0a961dd,ソフトウェア開発201の鉄則:  原理85:設計:「ガーベッジ・イン、ガーベッジ・アウト」は正しくない,2020-03-15T10:13:36+09:00,"要旨* ガーベッジ・イン、ガーベッジ・アウトは、無意味なデータを入力すると、その結果は無意味なものになる、という概念
* これを、ソフトウェアがそのように振る舞うことが「受け入れられている」という意味で使うのは、正しくない
* ソフトウェアは、無意味なデータが入力されたら、その旨メッセージを出すとか、それがわかるエラーコードを返すような「意味のある」処理をすべきである
* そうすれば、バグの発見が早くなるとか、処理によるデータ破損が防げると言った、開発の効率を上げるのに役立つ"
74,https://note.com/rochefort10/n/na5353e97ce0e,ソフトウェア開発201の鉄則 原則185:進化:ソフトウェアは進化し続ける,2020-03-14T10:24:42+09:00,"要旨* 破棄する、全部作り直す、という状況になるまで、ソフトウェアは進化し続ける
* なぜなら、使われるほど、追加・変更の提案が生まれてくるからである。

解説原文、ほぼ要旨に書いてあることが全て。

「進化=変更、追加により、より良くなる」。変更、追加したくなる理由は、こんなところか。

* より良い使い勝手に気づく
* 不具合を見つけ、修正したくなる
* ソフトウェア技術・環境のが大きく進化するので、それらを取り込みたい
* エンジニアの技術レベルが上がり、よりよい技法や"
75,https://note.com/rochefort10/n/n6149169387fd,ソフトウェア開発201の鉄則 原則39:要求分析:要求仕様を書く前に問題を特定せよ,2020-03-14T10:10:18+09:00,"要旨* 要求を「決める」前に、本当に解決すべき課題と施策を精査しなさい
* 問題に直面すると、エンジニアは直感的にその解決策を進めようとする場合が多いが、それが本当に最適であるとは限らない
* 大抵の場合、解決策は複数ある。それぞれ、コストや所要時間が全然違うものだ
* 「誰にとって」「何が」問題なのか、の観点で、その複数ある解決策について、着手する前に深く調べなさい

解説上記の要旨、随分と意訳して言い換えてみた。

「急いては事をし損じる」だいたい、直感的に、あ、これを直"
76,https://note.com/rochefort10/n/n41f21db70df8,ソフトウェア開発201の鉄則 原則157:管理:適切な資源を割り当てよ,2020-03-13T17:14:19+09:00,"要旨* 予算をケチったり、日程を充分確保しないプロジェクトは、どんなにエンジニアが優れていようがツールが豊富であろうが、必ず失敗に終わる
* 原因は、充分なリソースが確保できてない、という他に、このような状況化だとエンジニアのモチベーションが低下することが挙げられる
* そして、その代償は、きっと想定したものより、大きいくなる

解説必要なリソースをそろえなければうまくいきませんよ、ということに加え、主張したいポイントは、モチベーションが下がるので、出来ることもできなくなり、"
77,https://note.com/rochefort10/n/nc7e3c1c19cc4,ソフトウェア開発201の鉄則 原則5:一般:品質を後からとってつけるようなことはするな,2020-03-13T14:48:02+09:00,"要旨* 品質は、現在開発中のソフトウェアに「付け足す」ことは、できない
* これは、「保守性」「信頼性」「適応性」「テスト可能性」「安全性」といった品質項目のすべての当てはまる真理だ
* 高い品質が必要なら、最初からそれを織り込んでおきなさい
* なので、使い捨てのプロトタイプを製品のベースにするなど、論外だ

解説まず最初に、ソフトウェアの品質は、品質特性モデルとして国際規格 ISO9126 で定められており、6つの特性がある。以下のとおり。

1. 機能性 (Functi"
78,https://note.com/rochefort10/n/n4af53bf2ca12,ソフトウェア開発201の鉄則  原則88:コーディング:グローバル変数を使うな,2020-03-12T19:53:13+09:00,"要旨* グローバル変数は、値を変更するのがカンタンだから便利なものに見えるかもしれない
* が、誰が（モジュール・関数）変更したかわからないので、値が不正だった場合の追跡が難しくなる
* なので、基本使ってはならない。
* データをカプセル化して必ず関数経由で変更するとか、データを関数のパラメータとして明示的に指定する、と言った方法をとるべき

解説え。とてもじゃないけど、便利なものに見えないですけどね〜。マルチスレッドで複数コンテキストを扱うのに慣れている自分からすると、グ"
79,https://note.com/rochefort10/n/ncd33db3feda0,ソフトウェア開発201の鉄則:  原理127：管理:優れた管理は優れた技術よりもずっと重要だ,2020-03-12T08:12:14+09:00,"要旨* 優れた管理は、エンジニアのベストの力を引き出す。逆に、まずい管理は、やる気を失わせる。ツールや技法はその穴埋めはできない。
* ソフトウェアの会社の成功は、技術や製品より、優れた管理と優れたマーケッティングによるところが大きい
* 優れた管理に普遍的なやり方はなく、状況に応じたものになる。
* 高い成果を出したければ、管理者は管理についての教育を受けよ

解説ソフトウェアのプロジェクトでは、なにか大問題が起きたら、「最大の要因は、おそらく技術的なことではない」と考えた"
80,https://note.com/rochefort10/n/nfd86625cbad0,ソフトウェア開発201の鉄則:  原理4:一般:高品質のソフトウェアは可能である,2020-03-12T07:43:48+09:00,"要旨* この世界、機能しない、バグだらけ、要求を満たさない「出来の悪い」ソフトウェアでいっぱいだが
* ちゃんと機能し、バグがほぼなく、要件を満たす「高品質な」ソフトウェアは、実現可能である
* 要件明確化の手法、設計の工夫、優秀な人材の割り当てなど、品質を向上させる実績のあらゆる手法を導入することにより高品質なソフトウェアは実現できる
* ただ、その実現には高額な費用を要する

解説* キチンとした管理
* 快適な環境
* 優秀な人材
* まっとうな計画

これらが全部そろ"
81,https://note.com/rochefort10/n/nc45c8dbf4fb1,ソフトウェア開発201の鉄則  原理38:要求分析:いい加減な要求仕様からはいい加減なコスト見積もりしかできない,2020-03-11T10:42:06+09:00,"要旨* 不正確なコスト見積もり、ほぼ全て要求プロセスが要因だ
* 要求仕様をクリアにするためのプロトタイピングをやれ
* 要求の変更に備えよ。構成管理システムを使うなど、形式的なアプローチをと

解説本文では、コスト見積もりのいい加減さの上位5項目は全部要求プロセスだ、と言っている。

1. 頻繁な要求仕様の変更
2. 要求項目の欠落
3. コミュニケーション不足
4. 要求仕様の質
5. 不十分な分析

で、この原理、「Garbage In Garbage Out（ガーベジ"
82,https://note.com/rochefort10/n/nec23b9450b45,ソフトウェア開発201の鉄則  原理187:製品保証:壊れていないなら直すな,2020-03-11T10:02:29+09:00,"要旨* 直さなくてはならないところ「だけを」変更しよう。それ以外は変更するな
* ソフトウェアは、壊れているところが見えやすく修正しやすい、と思われているが、そうではない
* 修正時に、別の不具合や、修正したい箇所を見つけることがあるが、これを修正しようとしてはならない。大抵は別の不具合を仕込むことになる

解説そうなんですよ。そ、その通りです。

例にある、「バグ修正時に別のバグを見つけた」なら、流石にその別のものは「別件」と扱えるだろう。よくあるのは、修正時にソースコード"
83,https://note.com/rochefort10/n/n39ab463525e7,ソフトウェア開発201の鉄則  原理66:設計:同じものを何度も発明するな,2020-03-11T09:50:58+09:00,"要旨* 既存のソフトウェア部品を有効に活用せよ
* ソフトウェアエンジニアは、同じ部品を何度も繰り返し発明している
* 電子技術者や建築家が新しいものを設計する時に、既にあるものをカタログから調べる行為は「エンジニアリング」と呼ぶ
* が、なぜかソフトウェアエンジニアの場合は、これを「エンジニアリング」と呼ばずに「再利用」と呼ぶ

解説出た〜車輪の再発明。

既にあるものを、それに気づかずに、あるいは気づいてるのに、わざわざ自前で作る。なので似て非なるライブラリがたくさん、と"
84,https://note.com/rochefort10/n/n13e771550e63,ソフトウェア開発201の鉄則 原理135 管理:素晴らしい仕事を期待せよ,2020-03-10T14:48:34+09:00,"要旨* 上司が部下に大きな期待を寄せると、部下は良い結果を達成する
* 上司は、期待していることを示すために行動せよ。やる気にさせるあらゆることを試みなさい。
* それでも成果が上がらなければ、「向いていない」ということ。社内外の他の職場を探したほうがいい。

解説これも、んー1990年代、今のように組織だってソフトウェア開発をやっていなかった（えっと、日本では、ね）時代に、ここまで明言しているのが、すごい。

人の本質なんですよね。期待される、褒められれば、嬉しいし、その気"
85,https://note.com/rochefort10/n/n2a7ab9b501a3,ソフトウェア開発201の鉄則  原理91:コーディング: 意味のある名称を使え,2020-03-10T14:18:44+09:00,"要旨* コード内の変数、関数の名称は、意味の通じる（ヒューマン・リーダブル）、わかりやすいものを使いなさい
* キーストローク削減とか、行数削減で極端に短い名称を使ったりするのは、意味ないですよ

解説いるんだな、極端に短い変数名とか使って喜んでるヤツ。

これと一緒で、自己満足以外の何物でも、ない。

この原則に書いてある例が、わかりやすい。

N_FLT = P_FLT + 1

さて、何のことか、わかりますか？わからんわな。

NEXT_FLIGHT = PREVIOU"
86,https://note.com/rochefort10/n/n925af2ca194d,ソフトウェア開発201の鉄則  原理188:進化の原理:現象を直すのではなく問題を直せ,2020-03-10T12:35:04+09:00,"要旨* ソフトウェアがうまく動作しないときは、
* 不具合の周辺だけ見て原因とおぼしきものを速やかに修正するのではなく
* 不具合の原因を完全に明らかにしなさい
* 開発者は、その原因を完全に理解する「義務」がある

解説バグ。ソフトウェア開発やるなら必ず、お付き合いしなくてはならない相手。

この原理、自明も自明、当たり前のこと。

「現象」というのは、要するに、期待どおりに動作していないことが見てすぐわかるもの。

- ボタン押下でも何にも反応しない
- メモリ確保に失敗"
87,https://note.com/rochefort10/n/n2ddec10d51d1,ソフトウェア開発201の鉄則  原理3:一般: 生産性と品質は不可分である,2020-03-09T15:33:24+09:00,"要旨* 生産性（後述）と品質は明確な相関がある
* 品質に対する要求が高いと、生産性は落ちる。逆に生産性を追求すると品質は落ちる
* 高い品質を保つためには、適切な（本文には明確な数値があるが、略）生産性を保つことが必要である

解説まず、はじめに。

ここでいう生産性（原文も""productivity""）は、単位時間あたりの「作業量」と考えたほうがいい。本文には、一人月あたりのコード行数(KLOCとか) とかFunction Point とか、古典的な生産性の指標が挙がって"
88,https://note.com/rochefort10/n/n3233dd0b2a8e,ソフトウェア開発201の鉄則  原理104:コーディング:言語についての知識はそれほど重要ではない,2020-03-09T11:01:09+09:00,"要旨* プログラマとしての優秀さと言語には関連性はない
* 優れいているエンジニアは、使う言語によらず優れている（その逆もしかり）
* 優れたエンジニアは、どんな言語でも素早く習得できるものだ。それは、すべての言語に共通であるプログラミングの本質を押さえているからである。
* なので、プロジェクトでの言語の選択理由はは、エンジニアの言語習得度であってはならない。

解説Assembler (x86/ppc/arm/mips/マイコン向け)
C/C++/C#/Objective"
89,https://note.com/rochefort10/n/nb58c97e4ab64,ソフトウェア開発201の鉄則  原理2:一般: 品質の定義は人によって異なる,2020-03-09T10:13:27+09:00,"要旨* ソフトウェアの品質は、唯一無二の定義は存在しない
* 品質は、関係者ごとに異なる可能性があるものである
* そして、それらは、互いに両立しないものとなるジレンマがある
* なので、その優先度を決めて、すべての関係者にオープンにする必要がある

解説さらっと読むと、「ま、そうだね、人ごとに違うね」と、さも当然のように思うだろう。が、そのことを理解するのは案外難しい。とにかく、

「品質の定義が関係者ごとに違って、それらが互いに矛盾する」

このようなことがあることを「知"
